,id,name,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,rating
5002,27592884,Bungalow in Toronto · 1 bedroom · 1 bed · 1 private bath,18344423,Pleasant View,43.77482,-79.32726,Private room,120.0,28,2,2018-10-31,0.03,1,0,0,4.85
5003,27595593,Home in Toronto · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,97135982,Little Portugal,43.64566,-79.42365,Private room,45.0,30,8,2023-12-31,0.12,1,26,4,5.0
5004,27597691,Condo in Toronto · ★4.95 · 1 bedroom · 1 bed · 1 bath,149578107,Waterfront Communities-The Island,43.64033,-79.39139,Entire home/apt,246.0,28,19,2019-08-17,0.29,1,178,0,4.95
5005,27600820,Bungalow in Toronto · 5 bedrooms · 5 beds · 2.5 baths,172645858,Willowridge-Martingrove-Richview,43.68596,-79.54298,Entire home/apt,120.0,28,1,2018-10-08,0.02,1,0,0,2.5
5006,27604257,Bungalow in Toronto · ★4.85 · 1 bedroom · 1 bed · 1 shared bath,122085458,West Hill,43.76535,-79.18998,Private room,44.0,28,13,2023-11-30,0.38,6,365,3,4.85
5007,27607446,Loft in Toronto · ★4.95 · 1 bedroom · 2 beds · 1 bath,14021635,Dovercourt-Wallace Emerson-Junction,43.66638,-79.44674,Entire home/apt,120.0,30,20,2023-08-09,0.31,1,0,2,4.95
5008,27607951,Home in Toronto · ★5.0 · 3 bedrooms · 3 beds · 3.5 baths,3483405,Broadview North,43.69788,-79.35019,Entire home/apt,220.0,2,8,2023-08-02,0.12,1,12,3,5.0
5009,27611432,Bungalow in Toronto · ★4.36 · 2 bedrooms · 2 beds · 2 baths,208352457,Leaside-Bennington,43.70522,-79.36428,Entire home/apt,120.0,28,11,2019-10-26,0.17,1,0,0,4.36
5010,27612911,Villa in Toronto · ★4.63 · 1 bedroom · 1 bed · 1 shared bath,208018084,Agincourt South-Malvern West,43.78435,-79.2578,Private room,60.0,5,65,2023-12-10,1.19,3,66,9,4.63
5011,27613500,Home in Toronto · ★4.35 · 4 bedrooms · 4 beds · 2.5 baths,105962592,Willowridge-Martingrove-Richview,43.67693,-79.5588,Entire home/apt,450.0,28,48,2022-12-16,0.73,2,180,0,4.35
5012,27622907,Bungalow in Toronto · ★5.0 · 1 bedroom · 2 beds · 1 bath,49824436,Danforth East York,43.6916,-79.32012,Entire home/apt,202.0,7,3,2022-07-03,0.11,3,364,0,5.0
5013,27623144,Condo in Toronto · ★4.75 · 1 bedroom · 1 bed · 1 bath,43592256,Niagara,43.64439,-79.40425,Entire home/apt,150.0,28,4,2019-08-04,0.06,1,363,0,4.75
5014,27633845,Home in Toronto · ★4.82 · 1 bedroom · 1 bed · 1 private bath,50019105,Lawrence Park South,43.723122,-79.393127,Private room,75.0,2,73,2023-12-08,1.12,9,143,23,4.82
5015,27638920,Villa in Toronto · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,208018084,Agincourt South-Malvern West,43.78603,-79.25753,Private room,60.0,3,76,2023-11-15,1.4,3,360,3,4.67
5016,27640141,Guest suite in Toronto · ★4.92 · 1 bedroom · 1 bed · 1 bath,2343887,Dovercourt-Wallace Emerson-Junction,43.66434,-79.42496,Entire home/apt,60.0,30,52,2023-12-20,0.79,2,214,4,4.92
5017,27647117,Rental unit in Toronto · ★5.0 · Studio · 1 bed · 1 bath,96809956,Playter Estates-Danforth,43.67943,-79.34853,Entire home/apt,120.0,28,4,2021-02-06,0.06,1,0,0,5.0
5018,27647509,Rental unit in Toronto · ★4.63 · 1 bedroom · 1 bed · 1 shared bath,179249078,High Park North,43.65953,-79.45416,Private room,120.0,28,8,2019-03-20,0.13,1,0,0,4.63
5019,27657322,Condo in Toronto · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,8314264,Moss Park,43.66212,-79.37546,Private room,120.0,28,8,2019-09-26,0.13,1,0,0,5.0
5020,27658681,Guest suite in Toronto · ★4.98 · 1 bedroom · 1 bed · 1 bath,134949475,The Beaches,43.67634,-79.29922,Entire home/apt,170.0,2,80,2023-12-26,2.8,1,279,26,4.98
5021,27675456,Home in Toronto · ★5.0 · Studio · 1 bed · 1 private bath,141030429,Oakridge,43.70043,-79.2766,Private room,54.0,28,7,2023-10-08,0.13,2,88,3,5.0
5022,27677502,Bungalow in Toronto · ★4.90 · 2 bedrooms · 2 beds · 1 bath,13813543,Lawrence Park North,43.72452,-79.40971,Entire home/apt,173.0,30,21,2023-03-29,0.32,1,251,1,4.9
5023,27690036,Townhouse in Toronto · ★4.91 · 2 bedrooms · 2 beds · 1 bath,46408632,Niagara,43.64142,-79.41217,Entire home/apt,190.0,28,23,2023-01-01,0.35,1,145,0,4.91
5024,27692483,Guest suite in Toronto · ★4.58 · 1 bedroom · 1 bed · 1.5 baths,13746468,University,43.66164,-79.40305,Entire home/apt,115.0,28,12,2022-09-28,0.2,1,177,0,4.58
5025,27694920,Rental unit in Toronto · ★4.66 · 3 bedrooms · 3 beds · 1 bath,29732268,South Parkdale,43.63809,-79.44076,Entire home/apt,150.0,28,105,2023-08-01,1.6,3,180,1,4.66
5026,27695910,Condo in Toronto · ★4.33 · 1 bedroom · 1 bed · 1 private bath,209068050,Waterfront Communities-The Island,43.64088,-79.39818,Private room,120.0,28,6,2019-12-08,0.09,1,0,0,4.33
5027,27700633,Guesthouse in Toronto · 1 bedroom · 1 bed · 1 bath,190495083,L'Amoreaux,43.79344,-79.32679,Entire home/apt,120.0,28,0,,0.625,1,0,0,4.85
5028,27701168,Home in Toronto · ★4.87 · 3 bedrooms · 3 beds · 1 bath,9817479,Dovercourt-Wallace Emerson-Junction,43.66007,-79.44844,Entire home/apt,700.0,28,286,2023-10-17,4.44,6,344,3,4.87
5029,27704154,Rental unit in Toronto · ★4.13 · 1 bedroom · 1 bed · 1 bath,12033867,Willowdale East,43.76176,-79.41008,Entire home/apt,199.0,28,8,2020-11-10,0.15,16,365,0,4.13
5030,27704943,Rental unit in Toronto · ★4.90 · 1 bedroom · 1 bed · 1 private bath,111539347,Oakwood Village,43.69234,-79.43847,Private room,80.0,28,10,2020-03-22,0.15,1,0,0,4.9
5031,27724908,Condo in Toronto · ★4.80 · 1 bedroom · 1 bed · 1.5 baths,209314766,Waterfront Communities-The Island,43.64175,-79.40181,Entire home/apt,900.0,28,10,2019-08-08,0.15,1,179,0,4.8
5032,27725239,Home in Toronto · ★5.0 · 3 bedrooms · 3 beds · 2.5 baths,209274705,Rouge,43.82406,-79.21506,Entire home/apt,59.0,30,6,2023-04-07,0.1,1,102,2,5.0
5033,27733605,Townhouse in Toronto · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,209384288,Westminster-Branson,43.77272,-79.44507,Private room,1000.0,28,3,2018-11-30,0.05,2,180,0,5.0
5034,27733673,Home in Toronto · ★4.97 · 4 bedrooms · 4 beds · 2.5 baths,16307111,High Park-Swansea,43.64763,-79.45689,Entire home/apt,850.0,3,33,2023-12-26,0.51,1,315,9,4.97
5035,27734689,Rental unit in Toronto · ★4.79 · 2 bedrooms · 2 beds · 1 bath,25660537,Mount Pleasant East,43.7101,-79.37959,Entire home/apt,80.0,28,47,2023-11-24,0.72,3,84,4,4.79
5036,27734993,Home in Toronto · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,209399200,Forest Hill South,43.69796,-79.40637,Private room,120.0,28,5,2018-12-21,0.08,1,0,0,5.0
5037,27748686,Condo in Toronto · ★4.78 · 1 bedroom · 1 bed · 1 bath,209499261,Mimico (includes Humber Bay Shores),43.62482,-79.47686,Entire home/apt,123.0,180,18,2020-07-05,0.27,1,365,0,4.78
5038,27759317,Condo in Toronto · ★4.83 · 2 bedrooms · 1 bed · 1 private bath,18984137,Waterfront Communities-The Island,43.64269,-79.40209,Private room,120.0,28,6,2018-11-25,0.09,3,0,0,4.83
5039,27761289,Loft in Toronto · ★5.0 · 2 bedrooms · 4 beds · 2 baths,9586202,Niagara,43.63876,-79.41931,Entire home/apt,120.0,28,3,2018-08-30,0.05,1,0,0,5.0
5040,27762977,Rental unit in Toronto · ★4.89 · Studio · 1 bed · 1 bath,180058023,The Beaches,43.67353,-79.28945,Entire home/apt,120.0,28,63,2021-01-25,0.96,1,0,0,4.89
5041,27774048,Home in Toronto · ★4.58 · 4 bedrooms · 4 beds · 2 baths,1385599,Yorkdale-Glen Park,43.71906,-79.45193,Entire home/apt,376.0,2,105,2023-11-05,1.61,1,359,27,4.58
5042,27776131,Condo in Toronto · ★4.75 · 2 bedrooms · 3 beds · 1 bath,201393456,Waterfront Communities-The Island,43.64274,-79.38179,Entire home/apt,200.0,28,96,2022-12-26,1.63,1,112,0,4.75
5043,27780558,Condo in Toronto · ★4.82 · 2 bedrooms · 2 beds · 1 bath,201089891,Waterfront Communities-The Island,43.64442,-79.39313,Entire home/apt,115.0,31,50,2023-11-04,0.79,3,36,5,4.82
5044,27783522,Guest suite in Toronto · ★4.62 · 1 bedroom · 2 beds · 1 bath,42930789,Thistletown-Beaumond Heights,43.73293,-79.56276,Entire home/apt,77.0,28,135,2023-05-24,2.06,1,365,1,4.62
5045,27785737,Condo in Toronto · ★4.87 · 1 bedroom · 1 bed · 1 bath,23956976,Waterfront Communities-The Island,43.64859,-79.39374,Entire home/apt,120.0,28,162,2020-07-30,2.46,2,0,0,4.87
5046,27787978,Home in Toronto · ★4.20 · Studio · 1 bed · 1 shared bath,21380987,Long Branch,43.5958,-79.52579,Private room,120.0,28,5,2019-09-28,0.08,2,0,0,4.2
5047,27797167,Home in Toronto · ★4.40 · 1 bedroom · 1 bed · 1.5 shared baths,203505081,Agincourt North,43.80493,-79.26969,Private room,120.0,28,5,2019-06-30,0.08,4,0,0,4.4
5048,27807353,Condo in Toronto · ★4.88 · 1 bedroom · 2 beds · 1 bath,207873946,North St.James Town,43.66696,-79.37612,Entire home/apt,205.0,28,42,2019-08-18,0.64,1,0,0,4.88
5049,27808101,Condo in Toronto · 2 bedrooms · 2 beds · 2 baths,117938405,University,43.65869,-79.40263,Entire home/apt,120.0,28,0,,0.625,5,0,0,4.85
5050,27811249,Condo in Toronto · ★5.0 · 1 bedroom · 1 bed · 1 bath,10292009,Little Portugal,43.64132,-79.42307,Entire home/apt,120.0,28,22,2019-09-21,0.34,1,0,0,5.0
5051,27814885,Condo in Toronto · ★4.84 · Studio · 1 bed · 1 bath,210043644,Annex,43.67148,-79.39512,Entire home/apt,150.0,29,32,2022-01-20,0.49,1,179,0,4.84
5052,27826009,Condo in Toronto · 1 bedroom · 2 beds · 1 bath,17410774,Waterfront Communities-The Island,43.64698,-79.39121,Entire home/apt,120.0,28,2,2018-09-09,0.03,1,0,0,4.85
5053,27827073,Home in Toronto · ★5.0 · 2 bedrooms · 2 beds · 1 bath,1569948,The Beaches,43.6668,-79.30347,Entire home/apt,169.0,28,9,2022-09-25,0.14,1,180,0,5.0
5054,27831815,Condo in Toronto · ★4.43 · 2 bedrooms · 3 beds · 1 bath,35028799,Waterfront Communities-The Island,43.64787,-79.39333,Entire home/apt,495.0,28,7,2022-08-14,0.11,1,179,0,4.43
5055,27834504,Rental unit in Toronto · ★4.50 · 1 bedroom · 2 beds · 1 bath,210192306,Little Portugal,43.64946,-79.43424,Entire home/apt,120.0,28,10,2019-07-09,0.15,1,0,0,4.5
5056,27835179,Condo in Toronto · ★4.60 · 2 bedrooms · 2 beds · 1 private bath,18984137,Niagara,43.64421,-79.40404,Private room,120.0,28,5,2018-11-25,0.08,3,0,0,4.6
5057,27835763,Condo in Toronto · ★4.84 · 1 bedroom · 1 bed · 1 private bath,210204725,Eringate-Centennial-West Deane,43.65579,-79.57137,Private room,120.0,28,31,2019-05-26,0.47,1,0,0,4.84
5058,27847196,Condo in Toronto · ★4.88 · 3 bedrooms · 4 beds · 2 baths,18984137,Waterfront Communities-The Island,43.64324,-79.40169,Entire home/apt,120.0,28,8,2018-12-30,0.13,3,0,0,4.88
5059,27849584,Home in Toronto · 1 bedroom · 1 bed · 1 private bath,48362910,Willowdale East,43.77498689487949,-79.40216975,Private room,90.0,3,1,2021-06-20,0.03,6,180,0,4.85
5060,27854767,Condo in Toronto · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,30363957,Dovercourt-Wallace Emerson-Junction,43.66554,-79.44823,Private room,120.0,28,3,2018-09-16,0.05,1,0,0,4.67
5061,27875720,Home in Toronto · ★4.85 · 1 bedroom · 1 bed · 1 bath,51070968,Annex,43.67026,-79.41895,Entire home/apt,79.0,29,103,2023-12-13,1.58,7,128,6,4.85
5062,27877707,Condo in Toronto · ★4.94 · 2 bedrooms · 1 bed · 1 bath,72393986,Waterfront Communities-The Island,43.64628,-79.39146,Entire home/apt,120.0,28,16,2019-09-22,0.25,1,0,0,4.94
5063,27879646,Home in Toronto · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,4933919,Blake-Jones,43.67448,-79.34065,Private room,48.0,30,32,2021-10-11,0.52,2,23,0,4.97
5064,27898676,Villa in Toronto · ★4.65 · 1 bedroom · 1 bed · 1 shared bath,67544227,Agincourt South-Malvern West,43.78603,-79.2597,Private room,120.0,29,17,2021-08-31,0.26,4,0,0,4.65
5065,27899203,Townhouse in Toronto · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,210745137,Clairlea-Birchmount,43.70091,-79.27558,Private room,100.0,28,13,2020-01-01,0.23,2,365,0,5.0
5066,27900641,Condo in Toronto · 1 bedroom · 2 beds · 1 bath,87560063,Niagara,43.63447,-79.39815,Entire home/apt,120.0,28,0,,0.625,1,0,0,4.85
5067,27901848,Condo in Toronto · ★4.70 · 1 bedroom · 1 bed · 1 shared bath,51598323,Waterfront Communities-The Island,43.64118,-79.38332,Private room,120.0,28,23,2019-07-27,0.35,1,0,0,4.7
5068,27902372,Guest suite in Toronto · ★5.0 · 1 bedroom · 2 beds · 1 private bath,115954043,Wexford/Maryvale,43.74301,-79.29897,Private room,70.0,28,4,2023-07-31,0.24,2,224,1,5.0
5069,27903533,Condo in Toronto · ★4.95 · 1 bedroom · 1 bed · 1 bath,135029869,Kensington-Chinatown,43.64862,-79.3993,Entire home/apt,140.0,28,19,2023-12-28,0.48,1,130,7,4.95
5070,27906221,Guest suite in Toronto · ★4.94 · Studio · 1 bed · 1 bath,1843167,Lawrence Park South,43.71419,-79.40471,Entire home/apt,100.0,14,49,2023-10-09,0.8,1,50,7,4.94
5071,27919138,Townhouse in Toronto · ★4.86 · 3 bedrooms · 4 beds · 2 baths,210686732,Niagara,43.64569292692556,-79.40516318,Entire home/apt,600.0,1,127,2023-11-17,1.95,2,278,28,4.86
5072,27920693,Rental unit in Toronto · ★5.0 · 2 bedrooms · 2 beds · 1 bath,206213810,Lawrence Park North,43.73291,-79.39429,Entire home/apt,105.0,31,3,2023-04-02,0.06,1,365,1,5.0
5073,27925541,Villa in Toronto · ★4.75 · 2 bedrooms · 3 beds · 1 bath,203505081,Agincourt North,43.80283,-79.27042,Entire home/apt,120.0,28,4,2020-01-01,0.06,4,0,0,4.75
5074,27926611,Rental unit in Toronto · ★5.0 · 1 bedroom · 1 bed · 1 bath,210111422,High Park North,43.65756,-79.4646,Entire home/apt,120.0,28,21,2019-07-07,0.32,1,0,0,5.0
5075,27928162,Rental unit in Toronto · ★5.0 · 2 bedrooms · 2 beds · 1 bath,105618845,Moss Park,43.66073,-79.3679,Entire home/apt,230.0,240,38,2023-08-31,0.63,7,220,1,5.0
5076,27934429,Home in Toronto · ★4.86 · 2 bedrooms · 3 beds · 1 bath,55430413,Dovercourt-Wallace Emerson-Junction,43.66118032846376,-79.45127096,Entire home/apt,196.0,28,71,2023-11-01,1.09,3,127,4,4.86
5077,27937791,Condo in Toronto · 1 bedroom · 1 bed · 1 bath,40659047,Edenbridge-Humber Valley,43.68105,-79.51086,Entire home/apt,120.0,28,0,,0.625,1,0,0,4.85
5078,27939634,Condo in Toronto · ★4.93 · 2 bedrooms · 3 beds · 2 baths,435660432,Waterfront Communities-The Island,43.64395,-79.39087,Entire home/apt,175.0,28,105,2023-10-02,1.66,7,180,1,4.93
5079,27946588,Bungalow in Toronto · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,118801588,Taylor-Massey,43.691707873903496,-79.28992303,Private room,73.0,2,144,2024-01-07,2.2,1,175,44,4.9
5080,27963052,Bungalow in Toronto · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,211211708,Hillcrest Village,43.79298,-79.3628,Private room,48.0,28,25,2023-08-31,0.47,8,66,17,4.8
5081,27983780,Home in Toronto · ★4.83 · 3 bedrooms · 3 beds · 2 baths,2480901,South Riverdale,43.66483,-79.3352,Entire home/apt,419.0,28,23,2020-01-01,0.35,1,179,0,4.83
5082,27989424,Bungalow in Toronto · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,211211708,Hillcrest Village,43.7947,-79.36462,Private room,48.0,28,28,2023-08-14,0.44,8,66,19,4.89
5083,27991870,Home in Toronto · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,49028111,Palmerston-Little Italy,43.66185,-79.41483,Private room,120.0,28,25,2023-04-01,0.44,3,0,1,4.92
5084,28007203,Home in Scarborough · ★4.85 · 3 bedrooms · 3 beds · 1.5 baths,4587469,Oakridge,43.69407,-79.28833,Entire home/apt,120.0,28,33,2020-12-28,0.51,1,0,0,4.85
5085,28009942,Condo in Toronto · 1 bedroom · 1 bed · 1 shared bath,55605658,Parkwoods-Donalda,43.76344,-79.31991,Private room,120.0,28,2,2019-04-13,0.03,1,0,0,4.85
5086,28012960,Home in Toronto · ★4.87 · 1 bedroom · 1 bed · 2 shared baths,85473145,Dovercourt-Wallace Emerson-Junction,43.66258,-79.44867,Private room,100.0,2,15,2023-11-01,0.23,6,90,2,4.87
5087,28025372,Rental unit in Toronto · ★4.48 · 1 bedroom · 1 bed · 1 bath,188721244,Oakridge,43.69124,-79.28594,Entire home/apt,120.0,28,21,2019-01-21,0.32,1,0,0,4.48
5088,28030186,Rental unit in Toronto · ★5.0 · Studio · 1 bed · 1 bath,211721649,Rosedale-Moore Park,43.67331,-79.37537,Entire home/apt,120.0,28,4,2018-11-24,0.06,1,0,0,5.0
5089,28034758,Home in Toronto · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,82208024,Lansing-Westgate,43.759464263916016,-79.418396,Private room,36.0,28,5,2023-04-25,0.08,6,206,2,4.8
5090,28045275,Condo in Toronto · 1 bedroom · 3 beds · 1 bath,75951158,Waterfront Communities-The Island,43.64696,-79.39424,Entire home/apt,120.0,28,1,2018-09-26,0.02,1,0,0,4.85
5091,28046490,Condo in Toronto · Studio · 1 bed · 1 bath,111062517,Waterfront Communities-The Island,43.6385,-79.39699,Entire home/apt,120.0,28,2,2018-09-10,0.03,1,0,0,4.85
5092,28046564,Bungalow in Toronto · Studio · 1 bed · 1 shared bath,134795580,Willowdale West,43.77301,-79.42704,Private room,68.0,1,0,,0.625,7,9,0,4.85
5093,28047686,Loft in Toronto · ★5.0 · 1 bedroom · 1 bed · 1 bath,41320319,Roncesvalles,43.64222,-79.43146,Entire home/apt,120.0,28,6,2019-09-09,0.09,1,0,0,5.0
5094,28048717,Home in Toronto · ★4.76 · 1 bedroom · 1 bed · 1 shared bath,82208024,Lansing-Westgate,43.75970458984375,-79.41857147,Private room,42.0,28,76,2023-12-05,1.16,6,182,33,4.76
5095,28056759,Condo in Toronto · ★4.52 · 1 bedroom · 1 bed · 1 bath,106420029,Lansing-Westgate,43.76101,-79.41098,Entire home/apt,126.0,28,65,2023-12-30,1.01,1,171,18,4.52
5096,28068911,Condo in Toronto · ★4.55 · 2 bedrooms · 1 bed · 2 baths,49752746,Bay Street Corridor,43.6619,-79.38575,Entire home/apt,200.0,7,11,2023-12-04,0.17,1,53,8,4.55
5097,28080711,Rental unit in Toronto · ★4.40 · Studio · 1 bed · 1 bath,25510910,South Parkdale,43.63755,-79.44465,Entire home/apt,120.0,28,5,2018-11-12,0.08,1,0,0,4.4
5098,28084379,Condo in Toronto · 1 bedroom · 2 beds · 1 bath,24942518,Waterfront Communities-The Island,43.63952,-79.38133,Entire home/apt,120.0,28,0,,0.625,1,0,0,4.85
5099,28091412,Townhouse in Toronto · ★4.88 · 2 bedrooms · 2 beds · 1 bath,87100660,Downsview-Roding-CFB,43.7379,-79.47666,Entire home/apt,164.0,28,83,2020-03-24,1.32,2,365,0,4.88
5100,28098745,Rental unit in Toronto · 1 bedroom · 1 bed · 1 bath,124577870,Bay Street Corridor,43.66849,-79.38749,Entire home/apt,120.0,28,1,2018-10-03,0.02,1,0,0,4.85
5101,28099505,Condo in Toronto · ★5.0 · 1 bedroom · 1 bed · 1 bath,35140948,Niagara,43.638763427734375,-79.41624451,Entire home/apt,96.0,29,20,2023-12-05,0.31,2,226,3,5.0
5102,28100046,Condo in Toronto · ★4.83 · 1 bedroom · 1 bed · 1 bath,69834500,Church-Yonge Corridor,43.66143,-79.37929,Entire home/apt,108.0,28,257,2023-05-02,3.94,3,23,19,4.83
5103,28101659,Rental unit in Toronto · ★4.92 · 2 bedrooms · 2 beds · 2 baths,21683340,Runnymede-Bloor West Village,43.65783,-79.4792,Entire home/apt,120.0,28,25,2019-11-16,0.38,3,191,0,4.92
5104,28104464,Condo in Toronto · ★5.0 · 1 bedroom · 1 bed · 1 bath,73304363,Church-Yonge Corridor,43.65867,-79.37579,Entire home/apt,120.0,28,3,2019-12-11,0.05,1,0,0,5.0
5105,28104921,Loft in Toronto · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,1660613,Wychwood,43.672,-79.43246,Entire home/apt,132.0,28,16,2023-10-22,0.25,2,303,3,5.0
5106,28108822,Guest suite in Toronto · ★4.89 · 2 bedrooms · 3 beds · 1 bath,130511153,Yorkdale-Glen Park,43.72115,-79.45917,Entire home/apt,120.0,28,44,2020-08-16,0.67,1,0,0,4.89
5107,28108856,Home in Toronto · ★4.47 · 3 bedrooms · 1 bed · 0 baths,205787540,Agincourt South-Malvern West,43.78674,-79.25982,Private room,120.0,28,19,2021-05-23,0.29,6,0,0,4.47
5108,28109472,Home in Toronto · ★4.80 · Studio · 1 bed · 1 shared bath,205787540,Agincourt South-Malvern West,43.78641,-79.26165,Private room,120.0,28,70,2021-05-25,1.07,6,0,0,4.8
5109,28109908,Guest suite in Toronto · ★5.0 · 2 bedrooms · 4 beds · 1 bath,12587911,Dovercourt-Wallace Emerson-Junction,43.66093,-79.4524,Entire home/apt,90.0,31,43,2023-11-11,0.68,1,45,2,5.0
5110,28110595,Condo in Toronto · ★4.83 · 1 bedroom · 1 bed · 1 bath,23636592,Church-Yonge Corridor,43.65942,-79.3785,Entire home/apt,120.0,28,18,2019-01-01,0.28,1,0,0,4.83
5111,28130345,Rental unit in Toronto · ★4.95 · 1 bedroom · 1 bed · 1 bath,62546462,Lawrence Park South,43.70899,-79.41615,Entire home/apt,85.0,28,61,2022-11-11,0.95,2,365,0,4.95
5112,28130977,Rental unit in Toronto · ★5.0 · 1 bedroom · 1 bed · 1 bath,23132290,Trinity-Bellwoods,43.64816,-79.40846,Entire home/apt,89.0,28,39,2023-07-06,0.6,3,197,4,5.0
5113,28133509,Villa in Toronto · 1 bedroom · 1 bed · 1 private bath,67544227,Agincourt South-Malvern West,43.78774,-79.25954,Private room,120.0,28,1,2018-09-03,0.02,4,0,0,4.85
5114,28147352,Rental unit in Toronto · Studio · 1 bed · 1 shared bath,212607081,Little Portugal,43.64285,-79.42271,Private room,120.0,28,0,,0.625,1,0,0,4.85
5115,28147906,Home in Toronto · ★5.0 · 3 bedrooms · 6 beds · 1 bath,119352112,Blake-Jones,43.67438,-79.34129,Entire home/apt,245.0,28,3,2019-08-05,0.05,4,365,0,5.0
5116,28152137,Home in Toronto · ★5.0 · 2 bedrooms · 1 bed · 1 shared bath,212642921,Junction Area,43.67155,-79.47455,Private room,35.0,28,7,2019-01-25,0.11,3,0,0,5.0
5117,28156095,Condo in Toronto · ★4.96 · 1 bedroom · 1 bed · 1 private bath,212671874,Mimico (includes Humber Bay Shores),43.62179,-79.48328,Private room,120.0,28,24,2019-08-01,0.4,1,0,0,4.96
5118,28158263,Loft in Toronto · ★4.38 · 1 bedroom · 2 beds · 2 baths,24236887,South Riverdale,43.66493,-79.3422,Entire home/apt,110.0,28,21,2019-03-04,0.32,1,0,0,4.38
5119,28177407,Bungalow in Toronto · 1 bedroom · 1 bed · 1 shared bath,149681848,Woburn,43.75858,-79.23774,Shared room,70.0,28,0,,0.625,1,0,0,4.85
5120,28178668,Condo in Toronto · ★4.64 · Studio · 1 bed · 1 shared bath,35603304,Briar Hill-Belgravia,43.69864,-79.46448,Private room,120.0,28,25,2020-06-30,0.38,2,0,0,4.64
5121,28180028,Home in Toronto · ★4.89 · 1 bedroom · 1 bed · 1 bath,31652936,South Riverdale,43.65651194052441,-79.33826812,Entire home/apt,60.0,28,18,2023-12-23,1.3,1,53,9,4.89
5122,28180105,Rental unit in Toronto · ★4.90 · 1 bedroom · 1 bed · 1 bath,13567946,South Parkdale,43.63986,-79.43485,Entire home/apt,120.0,28,10,2019-05-05,0.16,1,0,0,4.9
5123,28181919,Rental unit in Toronto · ★4.92 · 1 bedroom · 2 beds · 1 bath,506119636,Little Portugal,43.64798,-79.42521,Entire home/apt,130.0,28,90,2023-11-25,1.39,2,336,7,4.92
5124,28194512,Bungalow in Toronto · ★5.0 · 1 bedroom · 1 bed · 1 bath,36295486,West Humber-Clairville,43.72346,-79.58467,Entire home/apt,90.0,28,27,2022-10-31,0.71,1,0,0,5.0
5125,28198406,Home in Toronto · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,212642921,Junction Area,43.67235,-79.47437,Private room,120.0,28,6,2019-01-05,0.09,3,0,0,5.0
5126,28198440,Home in Toronto · ★4.92 · 1 bedroom · 1 bed · 2 shared baths,198393365,High Park-Swansea,43.6396,-79.45237,Private room,71.0,1,266,2024-01-01,4.12,4,0,82,4.92
5127,28202418,Rental unit in Toronto · ★4.81 · 1 bedroom · 1 bed · 1 private bath,213010584,Roncesvalles,43.64114,-79.43949,Private room,55.0,28,32,2022-10-08,0.5,2,156,0,4.81
5128,28204918,Rental unit in Toronto · ★4.95 · 1 bedroom · 1 bed · 1 private bath,213032222,Roncesvalles,43.64179,-79.4351,Private room,150.0,28,65,2023-08-14,1.01,1,178,1,4.95
5129,28217940,Home in Toronto · 1 bedroom · 1 bed · 1 shared bath,82208024,Lansing-Westgate,43.759655,-79.41804504,Private room,36.0,28,1,2018-09-03,0.02,6,176,0,4.85
5130,28219387,Rental unit in Toronto · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,83380695,Mount Pleasant West,43.71229,-79.39882,Private room,91.0,1,94,2024-01-01,1.45,1,27,39,4.9
5131,28221830,Condo in Toronto · Studio · 1 bed · 1 bath,37497175,North St.James Town,43.66992,-79.37634,Entire home/apt,160.0,30,0,,0.625,1,362,0,4.85
5132,28228730,Guest suite in Toronto · ★4.92 · Studio · 1 bed · 1 bath,213226836,Rosedale-Moore Park,43.68979,-79.3829,Entire home/apt,107.0,29,180,2023-05-30,2.79,1,180,1,4.92
5133,28229518,Home in Toronto · ★4.75 · 1 bedroom · 1 bed · 2 shared baths,198393365,High Park-Swansea,43.64157,-79.45336,Private room,42.0,28,105,2022-01-02,1.62,4,0,0,4.75
5134,28229838,Guest suite in Toronto · ★4.61 · 1 bedroom · 2 beds · 1 bath,16014326,South Riverdale,43.66992,-79.33227,Entire home/apt,80.0,28,85,2023-10-27,1.31,6,68,5,4.61
5135,28239139,Bungalow in Toronto · ★4.95 · 2 bedrooms · 3 beds · 1 private bath,213294343,Cliffcrest,43.71591,-79.24632,Private room,131.0,1,229,2023-12-25,3.53,1,174,42,4.95
